Column1	Column2	Column3	Column4	Column5
221009	331	自由民権運動記念館 @ 高知 221009	img/221009_007.jpeg	四国
221009	332	高知駅さば寿司 @ 高知 221009	img/221009_005.jpeg	四国
221009	333	高知駅さば寿司 @ 高知 221009	img/221009_006.jpeg	四国
221009	334	藍よしのがわトロッコ @ 高知 221009	img/221009_009.jpeg	四国
221009	335	藍よしのがわトロッコ @ 高知 221009	img/221009_010.jpeg	四国
221009	336	藍よしのがわトロッコ @ 高知 221009	img/221009_011.jpeg	四国
221009	337	はやし別館 @ 徳島 221009	img/221009_003.jpeg	四国
221009	338	はやし別館 @ 徳島 221009	img/221009_004.jpeg	四国
221009	339	はやし別館 @ 徳島 221009	img/221009_002.jpeg	四国
221009	340	高知駅土佐かつおめし @ 高知 221009	img/221009_008.jpeg	四国
221010	341	板野駅 @ 徳島 221010	img/221010_001.jpeg	四国
221010	342	板野駅 @ 徳島 221010	img/221010_002.jpeg	四国
221010	343	鳴門市ドイツ館 @ 徳島 221010	img/221010_007.jpeg	四国
221010	344	鳴門市ドイツ館 @ 徳島 221010	img/221010_008.jpeg	四国
221010	345	鳴門市ドイツ館 @ 徳島 221010	img/221010_009.jpeg	四国
200919	346	熱田神宮 @ 愛知 200919	img/200919_001.jpeg	中部
200919	347	熱田神宮 @ 愛知 200919	img/200919_002.jpeg	中部
200919	348	熱田神宮 @ 愛知 200919	img/200919_003.jpeg	中部
200919	349	熱田神宮 @ 愛知 200919	img/200919_004.jpeg	中部
200919	350	宮きしめん @ 愛知 200919	img/200919_005.jpeg	中部
200919	351	南極観測船ふじ @ 愛知 200919	img/200919_006.jpeg	中部
200919	352	南極観測船ふじ @ 愛知 200919	img/200919_007.jpeg	中部
200919	353	南極観測船ふじ @ 愛知 200919	img/200919_008.jpeg	中部
200919	354	南極観測船ふじ @ 愛知 200919	img/200919_009.jpeg	中部
200919	355	蓬莱軒ひつまぶし @ 愛知 200919	img/200919_010.jpeg	中部
200919	356	蓬莱軒ひつまぶし @ 愛知 200919	img/200919_011.jpeg	中部
200919	357	蓬莱軒ひつまぶし @ 愛知 200919	img/200919_012.jpeg	中部
200919	358	蓬莱軒ひつまぶし @ 愛知 200919	img/200919_013.jpeg	中部
